Census Region,Census Region Code,Year,Year Code,ICD Chapter,ICD Chapter Code,Deaths,Population,Crude Rate
Census Region 3: South,CENS-R3,2014,2014,Diseases of the ear and mastoid process,H60-H93,18,119696311,0.0 (Unreliable)
Census Region 3: South,CENS-R3,2014,2014,Diseases of the circulatory system,I00-I99,312350,119696311,261
Census Region 3: South,CENS-R3,2014,2014,Diseases of the respiratory system,J00-J98,101553,119696311,84.8
Census Region 3: South,CENS-R3,2014,2014,Diseases of the digestive system,K00-K92,39062,119696311,32.6
Census Region 3: South,CENS-R3,2014,2014,Diseases of the skin and subcutaneous tissue,L00-L98,1718,119696311,1.4
Census Region 3: South,CENS-R3,2014,2014,Diseases of the musculoskeletal system and connective tissue,M00-M99,4770,119696311,4
Census Region 3: South,CENS-R3,2014,2014,Diseases of the genitourinary system,N00-N98,27607,119696311,23.1
Census Region 3: South,CENS-R3,2014,2014,"Pregnancy, childbirth and the puerperium",O00-O99,539,119696311,0.5
Census Region 3: South,CENS-R3,2014,2014,Certain conditions originating in the perinatal period,P00-P96,5065,119696311,4.2
Census Region 3: South,CENS-R3,2014,2014,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,3806,119696311,3.2
Census Region 3: South,CENS-R3,2014,2014,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,14339,119696311,12
Census Region 3: South,CENS-R3,2014,2014,External causes of morbidity and mortality,V01-Y89,81017,119696311,67.7
Census Region 3: South,CENS-R3,2015,2015,Certain infectious and parasitic diseases,A00-B99,31698,121039206,26.2
Census Region 3: South,CENS-R3,2015,2015,Neoplasms,C00-D48,234788,121039206,194
Census Region 3: South,CENS-R3,2015,2015,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,4484,121039206,3.7
Census Region 3: South,CENS-R3,2015,2015,"Endocrine, nutritional and metabolic diseases",E00-E88,46222,121039206,38.2
Census Region 3: South,CENS-R3,2015,2015,Mental and behavioural disorders,F01-F99,48669,121039206,40.2
Census Region 3: South,CENS-R3,2015,2015,Diseases of the nervous system,G00-G98,75648,121039206,62.5
Census Region 3: South,CENS-R3,2015,2015,Diseases of the eye and adnexa,H00-H57,12,121039206,0.0 (Unreliable)
Census Region 3: South,CENS-R3,2015,2015,Diseases of the ear and mastoid process,H60-H93,27,121039206,0
Census Region 3: South,CENS-R3,2015,2015,Diseases of the circulatory system,I00-I99,324138,121039206,267.8
Census Region 3: South,CENS-R3,2015,2015,Diseases of the respiratory system,J00-J98,105947,121039206,87.5
Census Region 3: South,CENS-R3,2015,2015,Diseases of the digestive system,K00-K92,40304,121039206,33.3
Census Region 3: South,CENS-R3,2015,2015,Diseases of the skin and subcutaneous tissue,L00-L98,1902,121039206,1.6
Census Region 3: South,CENS-R3,2015,2015,Diseases of the musculoskeletal system and connective tissue,M00-M99,5063,121039206,4.2
Census Region 3: South,CENS-R3,2015,2015,Diseases of the genitourinary system,N00-N98,28941,121039206,23.9
Census Region 3: South,CENS-R3,2015,2015,"Pregnancy, childbirth and the puerperium",O00-O99,582,121039206,0.5
Census Region 3: South,CENS-R3,2015,2015,Certain conditions originating in the perinatal period,P00-P96,5095,121039206,4.2
Census Region 3: South,CENS-R3,2015,2015,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,3885,121039206,3.2
Census Region 3: South,CENS-R3,2015,2015,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,13741,121039206,11.4
Census Region 3: South,CENS-R3,2015,2015,External causes of morbidity and mortality,V01-Y89,87123,121039206,72
Census Region 3: South,CENS-R3,2016,2016,Certain infectious and parasitic diseases,A00-B99,31016,122319574,25.4
Census Region 3: South,CENS-R3,2016,2016,Neoplasms,C00-D48,236793,122319574,193.6
Census Region 3: South,CENS-R3,2016,2016,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,4649,122319574,3.8
Census Region 3: South,CENS-R3,2016,2016,"Endocrine, nutritional and metabolic diseases",E00-E88,47848,122319574,39.1
Census Region 3: South,CENS-R3,2016,2016,Mental and behavioural disorders,F01-F99,46538,122319574,38
Census Region 3: South,CENS-R3,2016,2016,Diseases of the nervous system,G00-G98,81300,122319574,66.5
Census Region 3: South,CENS-R3,2016,2016,Diseases of the eye and adnexa,H00-H57,17,122319574,0.0 (Unreliable)
Census Region 3: South,CENS-R3,2016,2016,Diseases of the ear and mastoid process,H60-H93,31,122319574,0
Census Region 3: South,CENS-R3,2016,2016,Diseases of the circulatory system,I00-I99,327099,122319574,267.4
Census Region 3: South,CENS-R3,2016,2016,Diseases of the respiratory system,J00-J98,105342,122319574,86.1
Census Region 3: South,CENS-R3,2016,2016,Diseases of the digestive system,K00-K92,41119,122319574,33.6
Census Region 3: South,CENS-R3,2016,2016,Diseases of the skin and subcutaneous tissue,L00-L98,1859,122319574,1.5
Census Region 3: South,CENS-R3,2016,2016,Diseases of the musculoskeletal system and connective tissue,M00-M99,5019,122319574,4.1
Census Region 3: South,CENS-R3,2016,2016,Diseases of the genitourinary system,N00-N98,29591,122319574,24.2
Census Region 3: South,CENS-R3,2016,2016,"Pregnancy, childbirth and the puerperium",O00-O99,604,122319574,0.5
Census Region 3: South,CENS-R3,2016,2016,Certain conditions originating in the perinatal period,P00-P96,4980,122319574,4.1
Census Region 3: South,CENS-R3,2016,2016,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,3941,122319574,3.2
Census Region 3: South,CENS-R3,2016,2016,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,13790,122319574,11.3
Census Region 3: South,CENS-R3,2016,2016,External causes of morbidity and mortality,V01-Y89,94935,122319574,77.6
Census Region 4: West,CENS-R4,1999,1999,Certain infectious and parasitic diseases,A00-B99,8531,62431872,13.7
Census Region 4: West,CENS-R4,1999,1999,Neoplasms,C00-D48,104150,62431872,166.8
Census Region 4: West,CENS-R4,1999,1999,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1324,62431872,2.1
Census Region 4: West,CENS-R4,1999,1999,"Endocrine, nutritional and metabolic diseases",E00-E88,16441,62431872,26.3
Census Region 4: West,CENS-R4,1999,1999,Mental and behavioural disorders,F01-F99,8178,62431872,13.1
Census Region 4: West,CENS-R4,1999,1999,Diseases of the nervous system,G00-G98,17917,62431872,28.7
Census Region 4: West,CENS-R4,1999,1999,Diseases of the ear and mastoid process,H60-H93,20,62431872,0
Census Region 4: West,CENS-R4,1999,1999,Diseases of the circulatory system,I00-I99,173406,62431872,277.8
Census Region 4: West,CENS-R4,1999,1999,Diseases of the respiratory system,J00-J98,43269,62431872,69.3
Census Region 4: West,CENS-R4,1999,1999,Diseases of the digestive system,K00-K92,16873,62431872,27
Census Region 4: West,CENS-R4,1999,1999,Diseases of the skin and subcutaneous tissue,L00-L98,527,62431872,0.8
Census Region 4: West,CENS-R4,1999,1999,Diseases of the musculoskeletal system and connective tissue,M00-M99,2875,62431872,4.6
Census Region 4: West,CENS-R4,1999,1999,Diseases of the genitourinary system,N00-N98,8294,62431872,13.3
Census Region 4: West,CENS-R4,1999,1999,"Pregnancy, childbirth and the puerperium",O00-O99,75,62431872,0.1
Census Region 4: West,CENS-R4,1999,1999,Certain conditions originating in the perinatal period,P00-P96,2554,62431872,4.1
Census Region 4: West,CENS-R4,1999,1999,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2444,62431872,3.9
Census Region 4: West,CENS-R4,1999,1999,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,3771,62431872,6
Census Region 4: West,CENS-R4,1999,1999,External causes of morbidity and mortality,V01-Y89,32718,62431872,52.4
Census Region 4: West,CENS-R4,2000,2000,Certain infectious and parasitic diseases,A00-B99,8155,63197932,12.9
Census Region 4: West,CENS-R4,2000,2000,Neoplasms,C00-D48,104820,63197932,165.9
Census Region 4: West,CENS-R4,2000,2000,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1267,63197932,2
Census Region 4: West,CENS-R4,2000,2000,"Endocrine, nutritional and metabolic diseases",E00-E88,16043,63197932,25.4
Census Region 4: West,CENS-R4,2000,2000,Mental and behavioural disorders,F01-F99,8578,63197932,13.6
Census Region 4: West,CENS-R4,2000,2000,Diseases of the nervous system,G00-G98,18549,63197932,29.4
Census Region 4: West,CENS-R4,2000,2000,Diseases of the eye and adnexa,H00-H57,14,63197932,0.0 (Unreliable)
Census Region 4: West,CENS-R4,2000,2000,Diseases of the ear and mastoid process,H60-H93,14,63197932,0.0 (Unreliable)
Census Region 4: West,CENS-R4,2000,2000,Diseases of the circulatory system,I00-I99,168850,63197932,267.2
Census Region 4: West,CENS-R4,2000,2000,Diseases of the respiratory system,J00-J98,45899,63197932,72.6
Census Region 4: West,CENS-R4,2000,2000,Diseases of the digestive system,K00-K92,17337,63197932,27.4
Census Region 4: West,CENS-R4,2000,2000,Diseases of the skin and subcutaneous tissue,L00-L98,538,63197932,0.9
Census Region 4: West,CENS-R4,2000,2000,Diseases of the musculoskeletal system and connective tissue,M00-M99,2858,63197932,4.5
Census Region 4: West,CENS-R4,2000,2000,Diseases of the genitourinary system,N00-N98,7948,63197932,12.6
Census Region 4: West,CENS-R4,2000,2000,"Pregnancy, childbirth and the puerperium",O00-O99,96,63197932,0.2
Census Region 4: West,CENS-R4,2000,2000,Certain conditions originating in the perinatal period,P00-P96,2582,63197932,4.1
Census Region 4: West,CENS-R4,2000,2000,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2430,63197932,3.8
Census Region 4: West,CENS-R4,2000,2000,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,6402,63197932,10.1
Census Region 4: West,CENS-R4,2000,2000,External causes of morbidity and mortality,V01-Y89,32285,63197932,51.1
Census Region 4: West,CENS-R4,2001,2001,Certain infectious and parasitic diseases,A00-B99,8610,64427327,13.4
Census Region 4: West,CENS-R4,2001,2001,Neoplasms,C00-D48,106294,64427327,165
Census Region 4: West,CENS-R4,2001,2001,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1370,64427327,2.1
Census Region 4: West,CENS-R4,2001,2001,"Endocrine, nutritional and metabolic diseases",E00-E88,16738,64427327,26
Census Region 4: West,CENS-R4,2001,2001,Mental and behavioural disorders,F01-F99,9485,64427327,14.7
Census Region 4: West,CENS-R4,2001,2001,Diseases of the nervous system,G00-G98,19856,64427327,30.8
Census Region 4: West,CENS-R4,2001,2001,Diseases of the ear and mastoid process,H60-H93,15,64427327,0.0 (Unreliable)
Census Region 4: West,CENS-R4,2001,2001,Diseases of the circulatory system,I00-I99,169200,64427327,262.6
Census Region 4: West,CENS-R4,2001,2001,Diseases of the respiratory system,J00-J98,46702,64427327,72.5
Census Region 4: West,CENS-R4,2001,2001,Diseases of the digestive system,K00-K92,17813,64427327,27.6
Census Region 4: West,CENS-R4,2001,2001,Diseases of the skin and subcutaneous tissue,L00-L98,506,64427327,0.8
Census Region 4: West,CENS-R4,2001,2001,Diseases of the musculoskeletal system and connective tissue,M00-M99,3012,64427327,4.7
Census Region 4: West,CENS-R4,2001,2001,Diseases of the genitourinary system,N00-N98,8375,64427327,13
Census Region 4: West,CENS-R4,2001,2001,"Pregnancy, childbirth and the puerperium",O00-O99,93,64427327,0.1
Census Region 4: West,CENS-R4,2001,2001,Certain conditions originating in the perinatal period,P00-P96,2537,64427327,3.9
Census Region 4: West,CENS-R4,2001,2001,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2462,64427327,3.8
Census Region 4: West,CENS-R4,2001,2001,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,9075,64427327,14.1
Census Region 4: West,CENS-R4,2001,2001,Codes for special purposes,U00-U99,56,64427327,0.1
Census Region 4: West,CENS-R4,2001,2001,External causes of morbidity and mortality,V01-Y89,32482,64427327,50.4
Census Region 4: West,CENS-R4,2002,2002,Certain infectious and parasitic diseases,A00-B99,9060,65312198,13.9
Census Region 4: West,CENS-R4,2002,2002,Neoplasms,C00-D48,107501,65312198,164.6
Census Region 4: West,CENS-R4,2002,2002,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1413,65312198,2.2
Census Region 4: West,CENS-R4,2002,2002,"Endocrine, nutritional and metabolic diseases",E00-E88,17919,65312198,27.4
Census Region 4: West,CENS-R4,2002,2002,Mental and behavioural disorders,F01-F99,10629,65312198,16.3
Census Region 4: West,CENS-R4,2002,2002,Diseases of the nervous system,G00-G98,21636,65312198,33.1
Census Region 4: West,CENS-R4,2002,2002,Diseases of the ear and mastoid process,H60-H93,22,65312198,0
Census Region 4: West,CENS-R4,2002,2002,Diseases of the circulatory system,I00-I99,170342,65312198,260.8
Census Region 4: West,CENS-R4,2002,2002,Diseases of the respiratory system,J00-J98,47210,65312198,72.3
Census Region 4: West,CENS-R4,2002,2002,Diseases of the digestive system,K00-K92,18218,65312198,27.9
Census Region 4: West,CENS-R4,2002,2002,Diseases of the skin and subcutaneous tissue,L00-L98,599,65312198,0.9
Census Region 4: West,CENS-R4,2002,2002,Diseases of the musculoskeletal system and connective tissue,M00-M99,3074,65312198,4.7
Census Region 4: West,CENS-R4,2002,2002,Diseases of the genitourinary system,N00-N98,8287,65312198,12.7
Census Region 4: West,CENS-R4,2002,2002,"Pregnancy, childbirth and the puerperium",O00-O99,93,65312198,0.1
Census Region 4: West,CENS-R4,2002,2002,Certain conditions originating in the perinatal period,P00-P96,2687,65312198,4.1
Census Region 4: West,CENS-R4,2002,2002,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2484,65312198,3.8
Census Region 4: West,CENS-R4,2002,2002,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,4034,65312198,6.2
Census Region 4: West,CENS-R4,2002,2002,External causes of morbidity and mortality,V01-Y89,36654,65312198,56.1
Census Region 4: West,CENS-R4,2003,2003,Certain infectious and parasitic diseases,A00-B99,9437,66116338,14.3
Census Region 4: West,CENS-R4,2003,2003,Neoplasms,C00-D48,108907,66116338,164.7
Census Region 4: West,CENS-R4,2003,2003,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1387,66116338,2.1
Census Region 4: West,CENS-R4,2003,2003,"Endocrine, nutritional and metabolic diseases",E00-E88,18201,66116338,27.5
Census Region 4: West,CENS-R4,2003,2003,Mental and behavioural disorders,F01-F99,11443,66116338,17.3
Census Region 4: West,CENS-R4,2003,2003,Diseases of the nervous system,G00-G98,24008,66116338,36.3
Census Region 4: West,CENS-R4,2003,2003,Diseases of the ear and mastoid process,H60-H93,14,66116338,0.0 (Unreliable)
Census Region 4: West,CENS-R4,2003,2003,Diseases of the circulatory system,I00-I99,170555,66116338,258
Census Region 4: West,CENS-R4,2003,2003,Diseases of the respiratory system,J00-J98,48324,66116338,73.1
Census Region 4: West,CENS-R4,2003,2003,Diseases of the digestive system,K00-K92,18499,66116338,28
Census Region 4: West,CENS-R4,2003,2003,Diseases of the skin and subcutaneous tissue,L00-L98,616,66116338,0.9
Census Region 4: West,CENS-R4,2003,2003,Diseases of the musculoskeletal system and connective tissue,M00-M99,3154,66116338,4.8
Census Region 4: West,CENS-R4,2003,2003,Diseases of the genitourinary system,N00-N98,8687,66116338,13.1
Census Region 4: West,CENS-R4,2003,2003,"Pregnancy, childbirth and the puerperium",O00-O99,138,66116338,0.2
Census Region 4: West,CENS-R4,2003,2003,Certain conditions originating in the perinatal period,P00-P96,2715,66116338,4.1
Census Region 4: West,CENS-R4,2003,2003,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2406,66116338,3.6
Census Region 4: West,CENS-R4,2003,2003,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,4125,66116338,6.2
Census Region 4: West,CENS-R4,2003,2003,External causes of morbidity and mortality,V01-Y89,37729,66116338,57.1
Census Region 4: West,CENS-R4,2004,2004,Certain infectious and parasitic diseases,A00-B99,9635,66965483,14.4
Census Region 4: West,CENS-R4,2004,2004,Neoplasms,C00-D48,107794,66965483,161
Census Region 4: West,CENS-R4,2004,2004,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1304,66965483,1.9
Census Region 4: West,CENS-R4,2004,2004,"Endocrine, nutritional and metabolic diseases",E00-E88,18238,66965483,27.2
Census Region 4: West,CENS-R4,2004,2004,Mental and behavioural disorders,F01-F99,11253,66965483,16.8
Census Region 4: West,CENS-R4,2004,2004,Diseases of the nervous system,G00-G98,24232,66965483,36.2
Census Region 4: West,CENS-R4,2004,2004,Diseases of the eye and adnexa,H00-H57,12,66965483,0.0 (Unreliable)
Census Region 4: West,CENS-R4,2004,2004,Diseases of the circulatory system,I00-I99,162612,66965483,242.8
Census Region 4: West,CENS-R4,2004,2004,Diseases of the respiratory system,J00-J98,45174,66965483,67.5
Census Region 4: West,CENS-R4,2004,2004,Diseases of the digestive system,K00-K92,18099,66965483,27
Census Region 4: West,CENS-R4,2004,2004,Diseases of the skin and subcutaneous tissue,L00-L98,628,66965483,0.9
Census Region 4: West,CENS-R4,2004,2004,Diseases of the musculoskeletal system and connective tissue,M00-M99,3001,66965483,4.5
Census Region 4: West,CENS-R4,2004,2004,Diseases of the genitourinary system,N00-N98,8983,66965483,13.4
Census Region 4: West,CENS-R4,2004,2004,"Pregnancy, childbirth and the puerperium",O00-O99,218,66965483,0.3
Census Region 4: West,CENS-R4,2004,2004,Certain conditions originating in the perinatal period,P00-P96,2727,66965483,4.1
Census Region 4: West,CENS-R4,2004,2004,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2527,66965483,3.8
Census Region 4: West,CENS-R4,2004,2004,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,4031,66965483,6
Census Region 4: West,CENS-R4,2004,2004,External causes of morbidity and mortality,V01-Y89,38354,66965483,57.3
Census Region 4: West,CENS-R4,2005,2005,Certain infectious and parasitic diseases,A00-B99,9880,67833726,14.6
Census Region 4: West,CENS-R4,2005,2005,Neoplasms,C00-D48,110071,67833726,162.3
Census Region 4: West,CENS-R4,2005,2005,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1417,67833726,2.1
Census Region 4: West,CENS-R4,2005,2005,"Endocrine, nutritional and metabolic diseases",E00-E88,19727,67833726,29.1
Census Region 4: West,CENS-R4,2005,2005,Mental and behavioural disorders,F01-F99,13696,67833726,20.2
Census Region 4: West,CENS-R4,2005,2005,Diseases of the nervous system,G00-G98,26020,67833726,38.4
Census Region 4: West,CENS-R4,2005,2005,Diseases of the eye and adnexa,H00-H57,10,67833726,0.0 (Unreliable)
Census Region 4: West,CENS-R4,2005,2005,Diseases of the ear and mastoid process,H60-H93,10,67833726,0.0 (Unreliable)
Census Region 4: West,CENS-R4,2005,2005,Diseases of the circulatory system,I00-I99,162595,67833726,239.7
Census Region 4: West,CENS-R4,2005,2005,Diseases of the respiratory system,J00-J98,47841,67833726,70.5
Census Region 4: West,CENS-R4,2005,2005,Diseases of the digestive system,K00-K92,18566,67833726,27.4
Census Region 4: West,CENS-R4,2005,2005,Diseases of the skin and subcutaneous tissue,L00-L98,689,67833726,1
Census Region 4: West,CENS-R4,2005,2005,Diseases of the musculoskeletal system and connective tissue,M00-M99,3156,67833726,4.7
Census Region 4: West,CENS-R4,2005,2005,Diseases of the genitourinary system,N00-N98,9310,67833726,13.7
Census Region 4: West,CENS-R4,2005,2005,"Pregnancy, childbirth and the puerperium",O00-O99,185,67833726,0.3
Census Region 4: West,CENS-R4,2005,2005,Certain conditions originating in the perinatal period,P00-P96,2832,67833726,4.2
Census Region 4: West,CENS-R4,2005,2005,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2497,67833726,3.7
Census Region 4: West,CENS-R4,2005,2005,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,4376,67833726,6.5
Census Region 4: West,CENS-R4,2005,2005,External causes of morbidity and mortality,V01-Y89,39838,67833726,58.7
Census Region 4: West,CENS-R4,2006,2006,Certain infectious and parasitic diseases,A00-B99,10247,68751765,14.9
Census Region 4: West,CENS-R4,2006,2006,Neoplasms,C00-D48,110033,68751765,160
Census Region 4: West,CENS-R4,2006,2006,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1259,68751765,1.8
Census Region 4: West,CENS-R4,2006,2006,"Endocrine, nutritional and metabolic diseases",E00-E88,19253,68751765,28
Census Region 4: West,CENS-R4,2006,2006,Mental and behavioural disorders,F01-F99,17068,68751765,24.8
Census Region 4: West,CENS-R4,2006,2006,Diseases of the nervous system,G00-G98,27238,68751765,39.6
Census Region 4: West,CENS-R4,2006,2006,Diseases of the ear and mastoid process,H60-H93,20,68751765,0
Census Region 4: West,CENS-R4,2006,2006,Diseases of the circulatory system,I00-I99,158807,68751765,231
Census Region 4: West,CENS-R4,2006,2006,Diseases of the respiratory system,J00-J98,46782,68751765,68
Census Region 4: West,CENS-R4,2006,2006,Diseases of the digestive system,K00-K92,19046,68751765,27.7
Census Region 4: West,CENS-R4,2006,2006,Diseases of the skin and subcutaneous tissue,L00-L98,617,68751765,0.9
Census Region 4: West,CENS-R4,2006,2006,Diseases of the musculoskeletal system and connective tissue,M00-M99,3079,68751765,4.5
Census Region 4: West,CENS-R4,2006,2006,Diseases of the genitourinary system,N00-N98,9692,68751765,14.1
Census Region 4: West,CENS-R4,2006,2006,"Pregnancy, childbirth and the puerperium",O00-O99,199,68751765,0.3
Census Region 4: West,CENS-R4,2006,2006,Certain conditions originating in the perinatal period,P00-P96,2817,68751765,4.1
Census Region 4: West,CENS-R4,2006,2006,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2511,68751765,3.7
Census Region 4: West,CENS-R4,2006,2006,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,5042,68751765,7.3
Census Region 4: West,CENS-R4,2006,2006,External causes of morbidity and mortality,V01-Y89,40908,68751765,59.5
Census Region 4: West,CENS-R4,2007,2007,Certain infectious and parasitic diseases,A00-B99,10205,69595414,14.7
Census Region 4: West,CENS-R4,2007,2007,Neoplasms,C00-D48,112071,69595414,161
Census Region 4: West,CENS-R4,2007,2007,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1546,69595414,2.2
Census Region 4: West,CENS-R4,2007,2007,"Endocrine, nutritional and metabolic diseases",E00-E88,19611,69595414,28.2
Census Region 4: West,CENS-R4,2007,2007,Mental and behavioural disorders,F01-F99,16088,69595414,23.1
Census Region 4: West,CENS-R4,2007,2007,Diseases of the nervous system,G00-G98,28007,69595414,40.2
Census Region 4: West,CENS-R4,2007,2007,Diseases of the ear and mastoid process,H60-H93,11,69595414,0.0 (Unreliable)
Census Region 4: West,CENS-R4,2007,2007,Diseases of the circulatory system,I00-I99,154619,69595414,222.2
Census Region 4: West,CENS-R4,2007,2007,Diseases of the respiratory system,J00-J98,45337,69595414,65.1
Census Region 4: West,CENS-R4,2007,2007,Diseases of the digestive system,K00-K92,19535,69595414,28.1
Census Region 4: West,CENS-R4,2007,2007,Diseases of the skin and subcutaneous tissue,L00-L98,660,69595414,0.9
Census Region 4: West,CENS-R4,2007,2007,Diseases of the musculoskeletal system and connective tissue,M00-M99,3030,69595414,4.4
Census Region 4: West,CENS-R4,2007,2007,Diseases of the genitourinary system,N00-N98,9756,69595414,14
Census Region 4: West,CENS-R4,2007,2007,"Pregnancy, childbirth and the puerperium",O00-O99,174,69595414,0.3
Census Region 4: West,CENS-R4,2007,2007,Certain conditions originating in the perinatal period,P00-P96,2861,69595414,4.1
Census Region 4: West,CENS-R4,2007,2007,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2541,69595414,3.7
Census Region 4: West,CENS-R4,2007,2007,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,5176,69595414,7.4
Census Region 4: West,CENS-R4,2007,2007,External causes of morbidity and mortality,V01-Y89,41738,69595414,60
Census Region 4: West,CENS-R4,2008,2008,Certain infectious and parasitic diseases,A00-B99,10516,70509175,14.9
Census Region 4: West,CENS-R4,2008,2008,Neoplasms,C00-D48,112220,70509175,159.2
Census Region 4: West,CENS-R4,2008,2008,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1521,70509175,2.2
Census Region 4: West,CENS-R4,2008,2008,"Endocrine, nutritional and metabolic diseases",E00-E88,19799,70509175,28.1
Census Region 4: West,CENS-R4,2008,2008,Mental and behavioural disorders,F01-F99,18308,70509175,26
Census Region 4: West,CENS-R4,2008,2008,Diseases of the nervous system,G00-G98,30857,70509175,43.8
Census Region 4: West,CENS-R4,2008,2008,Diseases of the ear and mastoid process,H60-H93,19,70509175,0.0 (Unreliable)
Census Region 4: West,CENS-R4,2008,2008,Diseases of the circulatory system,I00-I99,152729,70509175,216.6
Census Region 4: West,CENS-R4,2008,2008,Diseases of the respiratory system,J00-J98,48015,70509175,68.1
Census Region 4: West,CENS-R4,2008,2008,Diseases of the digestive system,K00-K92,19949,70509175,28.3
Census Region 4: West,CENS-R4,2008,2008,Diseases of the skin and subcutaneous tissue,L00-L98,664,70509175,0.9
Census Region 4: West,CENS-R4,2008,2008,Diseases of the musculoskeletal system and connective tissue,M00-M99,3031,70509175,4.3
Census Region 4: West,CENS-R4,2008,2008,Diseases of the genitourinary system,N00-N98,9233,70509175,13.1
Census Region 4: West,CENS-R4,2008,2008,"Pregnancy, childbirth and the puerperium",O00-O99,169,70509175,0.2
Census Region 4: West,CENS-R4,2008,2008,Certain conditions originating in the perinatal period,P00-P96,2786,70509175,4
Census Region 4: West,CENS-R4,2008,2008,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2479,70509175,3.5
Census Region 4: West,CENS-R4,2008,2008,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,5827,70509175,8.3
Census Region 4: West,CENS-R4,2008,2008,External causes of morbidity and mortality,V01-Y89,40806,70509175,57.9
Census Region 4: West,CENS-R4,2009,2009,Certain infectious and parasitic diseases,A00-B99,11071,71341376,15.5
Census Region 4: West,CENS-R4,2009,2009,Neoplasms,C00-D48,114246,71341376,160.1
Census Region 4: West,CENS-R4,2009,2009,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1456,71341376,2
Census Region 4: West,CENS-R4,2009,2009,"Endocrine, nutritional and metabolic diseases",E00-E88,19579,71341376,27.4
Census Region 4: West,CENS-R4,2009,2009,Mental and behavioural disorders,F01-F99,18323,71341376,25.7
Census Region 4: West,CENS-R4,2009,2009,Diseases of the nervous system,G00-G98,30545,71341376,42.8
Census Region 4: West,CENS-R4,2009,2009,Diseases of the ear and mastoid process,H60-H93,18,71341376,0.0 (Unreliable)
Census Region 4: West,CENS-R4,2009,2009,Diseases of the circulatory system,I00-I99,149445,71341376,209.5
Census Region 4: West,CENS-R4,2009,2009,Diseases of the respiratory system,J00-J98,47227,71341376,66.2
Census Region 4: West,CENS-R4,2009,2009,Diseases of the digestive system,K00-K92,19869,71341376,27.9
Census Region 4: West,CENS-R4,2009,2009,Diseases of the skin and subcutaneous tissue,L00-L98,661,71341376,0.9
Census Region 4: West,CENS-R4,2009,2009,Diseases of the musculoskeletal system and connective tissue,M00-M99,2951,71341376,4.1
Census Region 4: West,CENS-R4,2009,2009,Diseases of the genitourinary system,N00-N98,9444,71341376,13.2
Census Region 4: West,CENS-R4,2009,2009,"Pregnancy, childbirth and the puerperium",O00-O99,184,71341376,0.3
Census Region 4: West,CENS-R4,2009,2009,Certain conditions originating in the perinatal period,P00-P96,2531,71341376,3.5
